payment_id,order_id,payment_method,payment_status,transaction_id
6387,6387,Debit Card,Paid,857aeac9-22d
6388,6388,Net Banking,Paid,272e0f03-157
6389,6389,Credit Card,Paid,734f0bcc-c38
6390,6390,Credit Card,Paid,2b21ee30-c9e
6391,6391,UPI,Paid,51a4b067-f1d
6392,6392,Debit Card,Paid,f03a03fa-349
6393,6393,Debit Card,Paid,13f9226f-8d9
6394,6394,Net Banking,Paid,629858c9-e9b
6395,6395,UPI,Paid,e53757b7-97f
6396,6396,Credit Card,Pending,32d402e9-7a1
6397,6397,Net Banking,Paid,fe69ed21-c24
6398,6398,Cash on Delivery,Paid,d775fcc7-72c
6399,6399,Net Banking,Paid,951b190f-51c
6400,6400,Debit Card,Paid,be5856d9-379
6401,6401,Debit Card,Paid,66f58423-221
6402,6402,Credit Card,Pending,08885ef9-723
6403,6403,Net Banking,Paid,fcc63ec8-87e
6404,6404,UPI,Paid,f36fab8e-280
6405,6405,Net Banking,Paid,4a1f1ea7-62c
6406,6406,Cash on Delivery,Paid,0326e82a-a9e
6407,6407,Net Banking,Pending,5b0aebbc-739
6408,6408,Debit Card,Paid,e5af95f9-a19
6409,6409,Cash on Delivery,Paid,583e2dd6-040
6410,6410,Credit Card,Paid,63fa75cf-f23
6411,6411,UPI,Paid,900126d7-755
6412,6412,Cash on Delivery,Paid,e2e2d669-352
6413,6413,UPI,Paid,4d518d6d-5b7
6414,6414,Net Banking,Paid,90a3d82b-b53
6415,6415,Cash on Delivery,Pending,594df82d-d3b
6416,6416,UPI,Pending,fcd58ee0-807
6417,6417,Net Banking,Pending,468b1850-69f
6418,6418,Debit Card,Paid,824a3f2a-608
6419,6419,Debit Card,Paid,f7a4dc60-bf7
6420,6420,UPI,Paid,5748fd55-6ad
6421,6421,Debit Card,Pending,d3a444f1-ef1
6422,6422,Credit Card,Paid,e1817c26-641
6423,6423,Cash on Delivery,Paid,73b5209c-5a3
6424,6424,UPI,Pending,68fe4d54-e36
6425,6425,Credit Card,Paid,06d48216-add
6426,6426,Net Banking,Paid,8011599d-0f0
6427,6427,Cash on Delivery,Pending,81268631-13c
6428,6428,Net Banking,Pending,47484ce2-f0b
6429,6429,Net Banking,Paid,23619540-68b
6430,6430,Debit Card,Paid,4cf8726b-a97
6431,6431,UPI,Paid,feb2317e-e94
6432,6432,Credit Card,Paid,4594651e-178
6433,6433,Credit Card,Paid,f065d4b8-4ea
6434,6434,Credit Card,Paid,6363fcdd-90b
6435,6435,Debit Card,Paid,46d88362-94d
6436,6436,Net Banking,Paid,9139a4ae-5bc
6437,6437,Credit Card,Pending,6ef32b5f-edc
6438,6438,Cash on Delivery,Pending,3d726e3d-304
6439,6439,UPI,Paid,84a44f0d-171
6440,6440,UPI,Paid,9c98073e-6ef
6441,6441,Net Banking,Paid,660a2a4d-20e
6442,6442,Credit Card,Paid,a14da183-53f
6443,6443,Cash on Delivery,Pending,da48f336-1df
6444,6444,UPI,Paid,1c85966d-95d
6445,6445,Debit Card,Paid,02978c87-343
6446,6446,Credit Card,Paid,c4d8e599-e08
6447,6447,Debit Card,Paid,77cf4bae-75d
6448,6448,Cash on Delivery,Paid,b82433e4-ebf
6449,6449,Debit Card,Paid,e65acb15-4bc
6450,6450,Cash on Delivery,Paid,5b832064-c7d
6451,6451,Credit Card,Paid,a4e8ea32-89b
6452,6452,UPI,Pending,06294d05-cd2
6453,6453,Credit Card,Pending,5245f94c-ac4
6454,6454,UPI,Paid,7af58d23-42c
6455,6455,UPI,Paid,c82694c9-fe6
6456,6456,Debit Card,Paid,4d44f015-d6c
6457,6457,Net Banking,Pending,667775e3-a8a
6458,6458,Debit Card,Paid,5964cca8-7a8
6459,6459,Debit Card,Paid,dc263b42-329
6460,6460,Net Banking,Pending,7b23eae8-1cb
6461,6461,UPI,Paid,e0570ff0-fe4
6462,6462,Cash on Delivery,Paid,fd97beea-0f5
6463,6463,Net Banking,Paid,4a8eae40-4b3
6464,6464,UPI,Pending,7453808f-250
6465,6465,Cash on Delivery,Paid,f85ae5a7-ba9
6466,6466,Debit Card,Pending,0567364d-ad8
6467,6467,Cash on Delivery,Pending,6cdabf79-dc5
6468,6468,Credit Card,Pending,a856bae1-1ab
6469,6469,Credit Card,Paid,6f01475c-239
6470,6470,Net Banking,Paid,29c56e12-280
6471,6471,Debit Card,Paid,3669aa6b-479
6472,6472,UPI,Pending,f0011065-653
6473,6473,Debit Card,Paid,bdcc4efc-c56
6474,6474,Cash on Delivery,Paid,29391843-d04
6475,6475,Cash on Delivery,Paid,50f716e0-c03
6476,6476,Credit Card,Paid,b8cc2a2f-0ee
6477,6477,Debit Card,Paid,e6424285-e24
6478,6478,Cash on Delivery,Paid,2b0a3f67-20d
6479,6479,Net Banking,Paid,9e2b7717-f1e
6480,6480,Credit Card,Paid,1d67e15c-b6b
6481,6481,UPI,Paid,8ec94518-297
6482,6482,Credit Card,Pending,96e4d0de-312
6483,6483,Credit Card,Paid,6a8b5ea7-395
6484,6484,UPI,Paid,972e8f86-ffe
6485,6485,UPI,Paid,a84da241-920
6486,6486,Net Banking,Paid,5fb604d0-12e
6487,6487,UPI,Pending,36b75880-8b0
6488,6488,Debit Card,Paid,5ff9bf52-502
6489,6489,Cash on Delivery,Pending,303c61f9-ec2
6490,6490,UPI,Paid,60cf4920-cb6
6491,6491,Cash on Delivery,Paid,0634fab2-b27
6492,6492,Net Banking,Paid,7a272658-251
6493,6493,Net Banking,Paid,13905a28-acf
6494,6494,UPI,Paid,167274bf-3e1
6495,6495,Credit Card,Pending,5bbc51dc-d0b
6496,6496,Credit Card,Paid,6130572a-338
6497,6497,Net Banking,Paid,41fc74cf-f39
6498,6498,Credit Card,Paid,5b82ccd6-f19
6499,6499,Net Banking,Pending,9bf687bc-cc3
6500,6500,Net Banking,Paid,2a11bcbd-0aa
6501,6501,Net Banking,Paid,12e2b860-841
6502,6502,UPI,Pending,29b26fa5-427
6503,6503,Debit Card,Paid,b5f84581-fbf
6504,6504,Credit Card,Paid,bd039d90-f0d
6505,6505,UPI,Paid,eabfbef3-754
6506,6506,Cash on Delivery,Pending,89e8eef5-f9e
6507,6507,Credit Card,Paid,16241fd5-208
6508,6508,UPI,Paid,17193ef4-993
6509,6509,Debit Card,Paid,02adb14f-8a2
6510,6510,Cash on Delivery,Paid,cd7e17c6-4cc
6511,6511,Net Banking,Paid,903cea87-6d6
6512,6512,Credit Card,Pending,7d0ba7ef-537
6513,6513,UPI,Paid,3122fc33-d56
6514,6514,UPI,Pending,8525775f-92f
6515,6515,Cash on Delivery,Paid,b5e19213-1de
6516,6516,Net Banking,Paid,bce0610b-9d3
6517,6517,UPI,Paid,7657a9d9-a4b
6518,6518,Cash on Delivery,Pending,4be67836-284
6519,6519,Net Banking,Paid,fdf662d4-04a
6520,6520,Credit Card,Paid,a741ba90-4ff
6521,6521,Credit Card,Paid,3eedc2cc-b33
6522,6522,UPI,Pending,14b6475c-bb2
6523,6523,Debit Card,Paid,1f51f0f7-0d1
6524,6524,Net Banking,Pending,206a45ba-671
6525,6525,Cash on Delivery,Paid,90f86c66-90c
6526,6526,UPI,Paid,1874bc96-1f6
6527,6527,UPI,Paid,e695370c-ecb
6528,6528,Cash on Delivery,Pending,6781b873-943
6529,6529,Debit Card,Pending,40e2ea15-201
6530,6530,UPI,Paid,a715b719-55a
6531,6531,Net Banking,Paid,c2632a06-a9e
6532,6532,UPI,Pending,67c29482-536
6533,6533,UPI,Paid,4a5f0ddb-b7c
6534,6534,Cash on Delivery,Pending,ae5a4ffa-ab2
6535,6535,Cash on Delivery,Paid,5a324669-29c
6536,6536,Net Banking,Paid,a579bde5-009
6537,6537,Net Banking,Paid,e01c2470-904
6538,6538,Net Banking,Paid,5f70356a-ddd
6539,6539,Cash on Delivery,Paid,f9b149ab-8bd
6540,6540,Net Banking,Paid,1b878049-a81
6541,6541,Cash on Delivery,Paid,18bf5af5-439
6542,6542,Credit Card,Paid,689c1a4d-7d7
6543,6543,Net Banking,Pending,a68bdff0-68d
6544,6544,Debit Card,Pending,094b6193-010
6545,6545,UPI,Paid,eb6a9046-108
6546,6546,Net Banking,Pending,59f36fed-da3
6547,6547,UPI,Pending,473f3bd9-407
6548,6548,UPI,Pending,1331bbcd-cf9
6549,6549,Net Banking,Paid,052aab0e-c16
6550,6550,Debit Card,Paid,753ce2e3-810
6551,6551,Cash on Delivery,Paid,f9612218-650
6552,6552,Credit Card,Paid,ab5cbaf4-d9d
6553,6553,UPI,Pending,12813efc-71c
6554,6554,Net Banking,Paid,8f5c7a40-8d3
6555,6555,Debit Card,Paid,4af9bcf6-559
6556,6556,Debit Card,Paid,8fdc50c5-5a0
6557,6557,UPI,Paid,37336f59-06a
6558,6558,Cash on Delivery,Paid,d994ae80-624
6559,6559,Debit Card,Paid,d5556ef9-01e
6560,6560,UPI,Paid,ec2f3a07-b3f
6561,6561,Debit Card,Paid,5982990e-e61
6562,6562,Cash on Delivery,Paid,3d361a49-136
6563,6563,UPI,Pending,e1d92418-2e0
6564,6564,Credit Card,Pending,7b314b21-382
6565,6565,Credit Card,Paid,76f80e02-323
6566,6566,Credit Card,Paid,d8bdc561-264
6567,6567,Credit Card,Paid,a32ed849-5b1
6568,6568,Cash on Delivery,Paid,1a6dbad7-72d
6569,6569,Debit Card,Paid,50c5fed5-330
6570,6570,UPI,Paid,4e2510b7-229
6571,6571,Credit Card,Paid,1ee746d4-aaf
6572,6572,Debit Card,Paid,08f17572-901
6573,6573,Debit Card,Paid,195f1c8e-a45
6574,6574,Cash on Delivery,Paid,207cfc45-6d5
6575,6575,Debit Card,Paid,fb00fc48-d82
6576,6576,UPI,Paid,a76a179a-cd0
6577,6577,Cash on Delivery,Paid,0e0a60a2-528
6578,6578,UPI,Pending,8c4ad690-567
6579,6579,UPI,Paid,fca06e0e-2f7
6580,6580,Debit Card,Paid,1c7ccabd-05e
6581,6581,Net Banking,Paid,c4ed27a2-3ad
6582,6582,UPI,Pending,fef001d8-425
6583,6583,Debit Card,Paid,a935df43-584
6584,6584,Cash on Delivery,Paid,ab63e49b-a02
6585,6585,Credit Card,Paid,521299ca-e8b
6586,6586,UPI,Paid,42de5b0e-869
6587,6587,Cash on Delivery,Pending,2e3b2ebe-43b
6588,6588,Net Banking,Paid,c8ec577f-c87
6589,6589,Cash on Delivery,Paid,da4a0841-45e
6590,6590,Credit Card,Paid,28d43bf7-774
6591,6591,Cash on Delivery,Pending,b02c279d-872
6592,6592,UPI,Pending,77c0ee1e-f42
6593,6593,UPI,Paid,1f6746dc-6c7
6594,6594,Net Banking,Pending,bd7f4479-582
6595,6595,Credit Card,Paid,acf35134-fda
6596,6596,Cash on Delivery,Paid,1e3c6c4e-bef
6597,6597,Cash on Delivery,Paid,3b7ff5f7-9d6
6598,6598,Net Banking,Paid,95a478f9-de9
6599,6599,Cash on Delivery,Pending,0ddc146f-b5b
6600,6600,Credit Card,Paid,e02b19ee-42e
6601,6601,UPI,Pending,ea93d571-747
6602,6602,Cash on Delivery,Paid,a9b77b02-20c
6603,6603,Cash on Delivery,Paid,69e4f064-2c9
6604,6604,Credit Card,Pending,d9d7c599-989
6605,6605,Credit Card,Paid,730c0ff4-c25
6606,6606,Credit Card,Paid,b43ebc6a-ccc
6607,6607,Cash on Delivery,Paid,58b2c164-bae
6608,6608,Credit Card,Paid,dd3e32b7-829
6609,6609,Net Banking,Pending,9297c32b-356
6610,6610,Net Banking,Pending,06d5cd6c-4ba
6611,6611,Debit Card,Paid,e8e45e4c-404
6612,6612,Credit Card,Paid,8c46a641-37f
6613,6613,Net Banking,Paid,07b328dd-b93
6614,6614,Debit Card,Paid,62839031-419
6615,6615,Net Banking,Pending,ef4fd173-ba5
6616,6616,Cash on Delivery,Paid,23375b5d-307
6617,6617,Cash on Delivery,Paid,cb7c06c8-c33
6618,6618,Net Banking,Paid,c4469c97-578
6619,6619,Net Banking,Paid,9ea873fa-742
6620,6620,Net Banking,Paid,2b66c21a-bb3
6621,6621,Cash on Delivery,Paid,1cf1d848-f68
6622,6622,UPI,Paid,44b750fc-335
6623,6623,Credit Card,Paid,477d2ca2-392
6624,6624,Cash on Delivery,Paid,39f53928-f89
6625,6625,Debit Card,Pending,9774d6af-adc
6626,6626,Net Banking,Paid,4e7c16f1-c76
6627,6627,Debit Card,Pending,eda7eba1-cd8
6628,6628,Net Banking,Paid,3fa0fcf0-21f
6629,6629,Credit Card,Paid,93e19813-56f
6630,6630,Credit Card,Paid,1885aff3-324
6631,6631,Net Banking,Paid,878e4d09-f83
6632,6632,Net Banking,Pending,90425e48-4df
6633,6633,Credit Card,Paid,2657aacf-c35
6634,6634,Debit Card,Paid,23949928-652
6635,6635,Net Banking,Paid,5e84a715-04e
6636,6636,UPI,Paid,22dc9fac-7bb
6637,6637,Net Banking,Paid,f11fa40b-067
6638,6638,Credit Card,Paid,77e42592-2ef
6639,6639,Credit Card,Paid,2b147245-27a
6640,6640,Credit Card,Paid,0b9bc6f1-251
6641,6641,Credit Card,Paid,603dc886-e72
6642,6642,Credit Card,Pending,5f651b1e-25c
6643,6643,Debit Card,Paid,196d9318-d79
6644,6644,UPI,Paid,a1af68f9-f34
6645,6645,Debit Card,Paid,99dad758-f29
6646,6646,UPI,Pending,bca86a07-4de
6647,6647,Cash on Delivery,Pending,9592b0a1-50a
6648,6648,Cash on Delivery,Paid,47b45244-230
6649,6649,Debit Card,Paid,0dc7f61c-b42
6650,6650,Net Banking,Paid,1df6aff2-3c9
6651,6651,UPI,Paid,6027745f-597
6652,6652,UPI,Paid,7165c267-1da
6653,6653,Debit Card,Pending,c21b30c3-e1e
6654,6654,Credit Card,Paid,e68e67ce-3bd
6655,6655,Net Banking,Paid,3effd93e-ade
6656,6656,UPI,Pending,934201cc-a97
6657,6657,Debit Card,Paid,de26ea45-935
6658,6658,Debit Card,Paid,178b5f03-9bf
6659,6659,UPI,Paid,5ca72283-213
6660,6660,Net Banking,Pending,bdb40477-5d6
6661,6661,Cash on Delivery,Pending,cd82e5be-a42
6662,6662,Cash on Delivery,Paid,f51d66b6-25a
6663,6663,Debit Card,Pending,c50499de-48b
6664,6664,Debit Card,Paid,65ca0644-44e
6665,6665,Debit Card,Paid,9eeec50d-55e
6666,6666,UPI,Pending,fe64d765-461
6667,6667,Debit Card,Paid,3dd7cddf-8dc
6668,6668,Cash on Delivery,Paid,a77597b9-767
6669,6669,UPI,Paid,041e9a5d-b9a
6670,6670,UPI,Paid,e2a6596c-147
6671,6671,Debit Card,Paid,4088f8b7-729
6672,6672,Debit Card,Paid,4acb1d9f-cee
6673,6673,Net Banking,Paid,2cd7bb8e-f42
6674,6674,Net Banking,Paid,74291d56-3b7
6675,6675,Net Banking,Paid,ab7f38c5-8f0
6676,6676,Credit Card,Pending,56e6f6ba-89b
6677,6677,Net Banking,Paid,8af2040d-60e
6678,6678,Net Banking,Pending,b8ca5ed6-31b
6679,6679,Cash on Delivery,Paid,f384080a-677
6680,6680,Debit Card,Paid,400ca68e-dc7
6681,6681,UPI,Paid,befea8a9-799
6682,6682,Net Banking,Paid,c2e14ef6-d00
6683,6683,Net Banking,Paid,843031c6-948
6684,6684,UPI,Paid,7b5bd9f5-602
6685,6685,Net Banking,Paid,26ee2165-ade
6686,6686,Credit Card,Paid,e657b1d2-5d7
6687,6687,Debit Card,Pending,fad9a008-47d
6688,6688,Debit Card,Paid,a99f873f-098
6689,6689,Debit Card,Paid,73848cb1-88e
6690,6690,UPI,Paid,e3fd7f8f-8a7
6691,6691,Cash on Delivery,Pending,232cffe7-c63
6692,6692,Credit Card,Paid,d3337974-73e
6693,6693,Debit Card,Paid,6227a93f-5a8
6694,6694,Debit Card,Paid,27dad6af-92d
6695,6695,Credit Card,Paid,169baa24-694
6696,6696,Cash on Delivery,Paid,f1e5b9fd-0ed
6697,6697,Credit Card,Pending,0d4b0ab1-4c2
6698,6698,Debit Card,Paid,c5cb22fd-583
6699,6699,Credit Card,Paid,eadd4634-9ed
6700,6700,UPI,Paid,949f6e6d-11e
6701,6701,Net Banking,Paid,39fb3e31-a21
6702,6702,Net Banking,Paid,c79d522b-489
6703,6703,Debit Card,Paid,d7c07835-ad6
6704,6704,Credit Card,Paid,7a599b31-f33
6705,6705,Debit Card,Paid,37c3623d-fc1
6706,6706,Net Banking,Paid,6eb9807a-1c5
6707,6707,Debit Card,Pending,d9379db7-ba4
6708,6708,Cash on Delivery,Pending,54964e3b-e2f
6709,6709,Credit Card,Paid,0d812b67-c2b
6710,6710,Debit Card,Paid,7fbd9696-b7c
6711,6711,Cash on Delivery,Paid,588afcc5-91d
6712,6712,Credit Card,Paid,2e57857b-6ed
6713,6713,Net Banking,Paid,097157aa-026
6714,6714,Net Banking,Pending,27af5000-947
6715,6715,Net Banking,Paid,3500e54a-769
6716,6716,Debit Card,Paid,6c917f97-4c3
6717,6717,Debit Card,Paid,971e9fd8-c10
6718,6718,Debit Card,Paid,663267f2-309
6719,6719,Net Banking,Pending,76d3186c-9bb
6720,6720,UPI,Paid,51066691-11a
6721,6721,UPI,Paid,b45a7c9f-7b8
6722,6722,Net Banking,Paid,73aff5c9-06c
6723,6723,Cash on Delivery,Pending,8ae8244b-58a
6724,6724,UPI,Pending,c74fd553-e1c
6725,6725,Debit Card,Paid,66f3a6a6-e78
6726,6726,Credit Card,Paid,452ad5ce-434
6727,6727,Cash on Delivery,Paid,ecffb778-435
6728,6728,Cash on Delivery,Paid,d7d35101-993
6729,6729,Cash on Delivery,Paid,0eeb8f2e-8dc
6730,6730,UPI,Paid,2a493080-400
6731,6731,Credit Card,Paid,d1c86489-323
6732,6732,UPI,Pending,cca1c374-6d4
6733,6733,Cash on Delivery,Pending,f27741e0-6d7
6734,6734,Cash on Delivery,Paid,3e706fdb-b41
6735,6735,Cash on Delivery,Paid,47c9126c-32c
6736,6736,Cash on Delivery,Paid,d06def5a-f36
6737,6737,Net Banking,Pending,bd035235-5ac
6738,6738,Net Banking,Paid,64ab627a-108
6739,6739,Cash on Delivery,Paid,a1207352-e80
6740,6740,UPI,Paid,012b8e8c-e6f
6741,6741,Credit Card,Paid,c040b208-c02
6742,6742,Cash on Delivery,Paid,138570fa-743
6743,6743,Net Banking,Pending,d71c4c3a-5bc
6744,6744,UPI,Paid,3cc7a28a-032
6745,6745,Credit Card,Paid,ca10e4ab-035
6746,6746,UPI,Paid,ad1b28f1-449
6747,6747,Credit Card,Paid,839df44e-0b9
6748,6748,Debit Card,Paid,26db5e40-6d8
6749,6749,Debit Card,Paid,104e1925-3d0
6750,6750,UPI,Paid,640d45d7-104
6751,6751,Cash on Delivery,Pending,285258df-fb3
6752,6752,UPI,Paid,5f9c92cb-052
6753,6753,Net Banking,Paid,5d73298d-83e
6754,6754,Net Banking,Paid,89c2560a-e3b
6755,6755,Net Banking,Paid,14af3bec-8fb
6756,6756,Debit Card,Pending,d4329fed-50e
6757,6757,Debit Card,Paid,69e3cf39-7cd
6758,6758,Net Banking,Pending,92a26904-ab7
6759,6759,Credit Card,Paid,ace1e9d9-c6d
6760,6760,Cash on Delivery,Pending,8cdb26d2-8fa
6761,6761,Net Banking,Paid,e22ecb82-9c1
6762,6762,UPI,Paid,a8403103-bcf
6763,6763,UPI,Paid,b7f0ae00-795
6764,6764,Debit Card,Paid,3370010c-338
6765,6765,Debit Card,Paid,be969303-cf8
6766,6766,UPI,Paid,0b895272-15f
6767,6767,Net Banking,Pending,c946c785-4ec
6768,6768,Debit Card,Paid,e3e1227f-df9
6769,6769,UPI,Paid,76fadc07-001
6770,6770,Debit Card,Paid,9f3c1704-d12
6771,6771,Cash on Delivery,Paid,9d49ab8f-f21
6772,6772,Cash on Delivery,Paid,5cc03b80-ffa
6773,6773,Net Banking,Paid,3508b772-927
6774,6774,Net Banking,Paid,ce6a6e2e-e77
6775,6775,Credit Card,Paid,366c9d92-777
6776,6776,Net Banking,Paid,f16de37a-7bb
6777,6777,Net Banking,Paid,9d97990f-704
6778,6778,Net Banking,Paid,f8a85f96-39b
6779,6779,Debit Card,Paid,0b09dbdc-5f9
6780,6780,Credit Card,Pending,acd84ff7-a30
6781,6781,Net Banking,Pending,f2660ddf-911
6782,6782,Net Banking,Paid,cd4416e6-431
6783,6783,UPI,Paid,dca7a800-47e
6784,6784,Cash on Delivery,Paid,7beb66b3-0e1
6785,6785,UPI,Paid,63a15648-9e6
6786,6786,Debit Card,Pending,49ce3d01-30f
6787,6787,Credit Card,Pending,837ec4dc-ec6
6788,6788,Net Banking,Paid,c65c162e-5d7
6789,6789,UPI,Paid,2362efd0-13f
6790,6790,Debit Card,Paid,d4cf4f49-d9b
6791,6791,UPI,Paid,7d1f95d5-f4b
6792,6792,Cash on Delivery,Paid,255b09d3-60d
6793,6793,Net Banking,Pending,fdeecedf-5bd
6794,6794,UPI,Paid,790292cb-ad3
6795,6795,Credit Card,Pending,b92c74c0-ff0
6796,6796,UPI,Paid,f4645616-0a9
6797,6797,Credit Card,Paid,debd6c7e-312
6798,6798,UPI,Pending,ff984f6c-679
6799,6799,Credit Card,Paid,09f4358f-a24
6800,6800,UPI,Pending,846515b4-bcb
6801,6801,Net Banking,Paid,d08a3e9a-e14
6802,6802,Net Banking,Paid,d0a50407-5bd
6803,6803,Net Banking,Paid,3dc80501-1d5
6804,6804,UPI,Paid,cff641ee-067
6805,6805,Net Banking,Paid,2da5be46-809
6806,6806,Credit Card,Paid,5c998416-137
6807,6807,Credit Card,Paid,bc4c5048-385
6808,6808,Net Banking,Paid,0e520e3f-139
6809,6809,UPI,Paid,3fa2f5d2-0e9
6810,6810,Debit Card,Pending,f68ebb50-35b
6811,6811,Credit Card,Paid,7a341630-bdb
6812,6812,UPI,Paid,fd4c2226-9c1
6813,6813,Credit Card,Paid,13ecdd79-90a
6814,6814,Debit Card,Paid,aa09848c-970
6815,6815,Credit Card,Paid,89e378f3-7a9
6816,6816,UPI,Paid,f9c4f167-63e
6817,6817,Net Banking,Paid,2960e161-d94
6818,6818,UPI,Pending,a1251cd0-0e0
6819,6819,Debit Card,Paid,c96f2f42-eb1
6820,6820,Cash on Delivery,Pending,4c0b8193-74d
6821,6821,UPI,Paid,a2c6d438-a3c
6822,6822,Debit Card,Pending,adb04f7e-6a3
6823,6823,Net Banking,Pending,557828ca-87a
6824,6824,UPI,Pending,647c61c7-4ed
6825,6825,UPI,Paid,fd8f2a7c-f09
6826,6826,UPI,Paid,78781b74-a61
6827,6827,Cash on Delivery,Paid,afd98e0f-88f
6828,6828,UPI,Paid,a9a9d5ab-322
6829,6829,Credit Card,Paid,0b936677-3ef
6830,6830,Net Banking,Pending,61f8b4d4-821
6831,6831,UPI,Paid,a1fac80b-378
6832,6832,UPI,Paid,7d872153-34f
6833,6833,Net Banking,Paid,a35bda9a-c62
6834,6834,UPI,Paid,c88da297-935
6835,6835,Debit Card,Paid,35d92245-d50
6836,6836,Debit Card,Paid,ac9a05e5-330
6837,6837,Credit Card,Paid,c70e6752-7cd
6838,6838,UPI,Paid,241d4534-554
6839,6839,UPI,Paid,2335f86c-2eb
6840,6840,UPI,Paid,348e43c6-05e
6841,6841,UPI,Pending,fb924727-53f
6842,6842,Debit Card,Pending,f8f4c4fe-32e
6843,6843,Net Banking,Pending,689660b7-4e6
6844,6844,UPI,Paid,46997f15-4c8
6845,6845,Debit Card,Pending,deee0745-36b
6846,6846,UPI,Pending,80421fe9-831
6847,6847,Debit Card,Pending,9390aab2-7f6
6848,6848,Credit Card,Paid,701b4e0f-b02
6849,6849,Net Banking,Paid,9f8462d5-550
6850,6850,Credit Card,Pending,67cfae4e-fa3
6851,6851,Net Banking,Paid,0f5c4f5d-c99
6852,6852,Net Banking,Paid,f8e2ac46-e0c
6853,6853,Net Banking,Paid,cab9d344-1b2
6854,6854,Credit Card,Paid,dd0ab4ca-272
6855,6855,Net Banking,Paid,12aa7de5-d68
6856,6856,Debit Card,Pending,0332d0e8-42f
6857,6857,UPI,Paid,a6f621be-8d4
6858,6858,Cash on Delivery,Pending,db6331b7-6bf
6859,6859,Credit Card,Paid,98a95934-027
6860,6860,Credit Card,Paid,deffb625-1a3
6861,6861,Debit Card,Paid,bdbe3696-e4a
6862,6862,Cash on Delivery,Paid,c0a227be-65e
6863,6863,Debit Card,Paid,5b49dd85-c5d
6864,6864,Debit Card,Paid,82339ec3-194
6865,6865,Cash on Delivery,Pending,93cf742a-81c
6866,6866,UPI,Paid,9321f763-ef4
6867,6867,Cash on Delivery,Pending,ca55a7f5-258
6868,6868,Debit Card,Paid,199b8170-dc5
6869,6869,Debit Card,Paid,a01bcd41-839
6870,6870,Cash on Delivery,Pending,4454d540-955
6871,6871,UPI,Paid,375a3ae1-166
6872,6872,UPI,Pending,aec60563-77d
6873,6873,UPI,Paid,61345bd1-7db
6874,6874,Credit Card,Paid,d09424f8-b23
6875,6875,Net Banking,Paid,536a98bf-71f
6876,6876,Cash on Delivery,Paid,1cde684b-ded
6877,6877,UPI,Paid,80a208b2-190
6878,6878,Credit Card,Paid,c16cb082-1d7
6879,6879,Debit Card,Paid,f5bd3e62-1c7
6880,6880,Credit Card,Paid,1dc3bc71-ad5
6881,6881,Debit Card,Pending,d1a3fc26-abe
6882,6882,Credit Card,Paid,798366c6-a70
6883,6883,Cash on Delivery,Paid,69f2de15-2e6
6884,6884,Credit Card,Paid,3e573d53-2a1
6885,6885,Credit Card,Pending,f919116a-15d
6886,6886,Credit Card,Paid,d68b78cc-81f
6887,6887,Credit Card,Paid,b006f022-eef
6888,6888,Credit Card,Paid,a29af3c8-169
6889,6889,UPI,Paid,d2022609-dda
6890,6890,Credit Card,Pending,b618e59a-fc2
6891,6891,Debit Card,Paid,21341c7c-ce1
6892,6892,Net Banking,Paid,8b1d585f-cb5
6893,6893,Credit Card,Paid,6f9f63f0-059
6894,6894,Credit Card,Paid,a8cf430a-fc5
6895,6895,UPI,Paid,383dbb98-fe4
6896,6896,Credit Card,Paid,ce7844c8-fc7
6897,6897,Credit Card,Paid,3b9108fb-bd1
6898,6898,UPI,Pending,24739cd7-548
6899,6899,Debit Card,Paid,ff27b5bc-0cd
6900,6900,Cash on Delivery,Pending,4c432b75-5f3
6901,6901,Cash on Delivery,Paid,2b61089b-0c6
6902,6902,Net Banking,Paid,5cf1715c-fa8
6903,6903,Debit Card,Paid,4ade8a95-c39
6904,6904,Debit Card,Paid,67071773-b81
6905,6905,UPI,Paid,57aeecff-ccf
6906,6906,Cash on Delivery,Pending,861079f3-a3a
6907,6907,Net Banking,Paid,451f2f6e-528
6908,6908,UPI,Paid,ca829be6-84b
6909,6909,Credit Card,Paid,1c43acf7-97f
6910,6910,Cash on Delivery,Pending,76b54f90-771
6911,6911,UPI,Paid,197db56e-bd2
6912,6912,Net Banking,Paid,e213ca7e-11a
6913,6913,Credit Card,Paid,f79cbc44-1d6
6914,6914,Debit Card,Paid,96c2dd33-c90
6915,6915,UPI,Pending,c189007e-699
6916,6916,UPI,Paid,7a338bb8-367
6917,6917,Net Banking,Paid,2a9a37ba-69d
6918,6918,Cash on Delivery,Paid,858f0c64-665
6919,6919,Debit Card,Paid,d9b0e167-b24
6920,6920,Net Banking,Paid,dfd1cf69-935
6921,6921,Net Banking,Paid,5828aad8-85a
6922,6922,Net Banking,Paid,3297d32e-eeb
6923,6923,Cash on Delivery,Paid,6f858aa5-060
6924,6924,UPI,Paid,3aab3d8f-bcc
6925,6925,Debit Card,Pending,ca418612-efe
6926,6926,Net Banking,Paid,506a2106-3fe
6927,6927,Credit Card,Paid,d9db93f3-02f
6928,6928,Debit Card,Pending,939a7f54-6a9
6929,6929,Cash on Delivery,Paid,39a68950-03f
6930,6930,Net Banking,Paid,64033b85-893
6931,6931,Credit Card,Paid,138b9a7a-1f9
6932,6932,Net Banking,Paid,19fe69bf-736
